date        time     P_O_Tysvær_23mo  T_Tysvær_23moh  T_Tysvær_23moh        Q_Tysvær 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
27.12.2008  00:00:00           0.000           1.800           1.800           0.150 
28.12.2008  00:00:00           0.000           0.000           0.000           0.130 
29.12.2008  00:00:00           0.000           1.230           1.230           0.120 
30.12.2008  00:00:00           0.000           1.830           1.830           0.110 
31.12.2008  00:00:00           0.000           2.330           2.330           0.100 
01.01.2009  00:00:00           0.000           2.730           2.730           0.090 
02.01.2009  00:00:00           0.000          -1.270          -1.270           0.080 
03.01.2009  00:00:00          11.530          -0.370          -0.370           0.090 
04.01.2009  00:00:00           0.800           1.600           1.600           0.080 
05.01.2009  00:00:00           0.000          -3.670          -3.670           0.080 
06.01.2009  00:00:00           0.000          -2.500          -2.500           0.090 
07.01.2009  00:00:00          14.370           1.730           1.730           0.090 
08.01.2009  00:00:00           5.230          -0.070          -0.070           0.120 
09.01.2009  00:00:00          15.100           6.270           6.270           0.130 
10.01.2009  00:00:00           0.300           5.630           5.630           0.140 
11.01.2009  00:00:00           7.870           5.400           5.400           0.230 
12.01.2009  00:00:00          41.130           7.430           7.430           0.310 
13.01.2009  00:00:00           1.870           7.400           7.400           0.310 
14.01.2009  00:00:00           0.770           5.230           5.230           0.270 
15.01.2009  00:00:00           2.030           2.870           2.870           0.240 
16.01.2009  00:00:00           0.000           2.900           2.900           0.200 
17.01.2009  00:00:00           0.000           4.000           4.000           0.170 
18.01.2009  00:00:00           0.100           4.600           4.600           0.170 
19.01.2009  00:00:00          15.200           4.000           4.000           0.170 
20.01.2009  00:00:00           0.200           4.670           4.670           0.170 
21.01.2009  00:00:00          18.530           3.630           3.630           0.240 
22.01.2009  00:00:00          12.000           4.570           4.570           0.260 
23.01.2009  00:00:00           0.100           4.000           4.000           0.230 
24.01.2009  00:00:00           8.230           3.470           3.470           0.220 
25.01.2009  00:00:00           0.100           1.900           1.900           0.200 
26.01.2009  00:00:00           0.000           3.930           3.930           0.180 
27.01.2009  00:00:00           0.000           2.600           2.600           0.160 
28.01.2009  00:00:00           2.570           2.970           2.970           0.150 
29.01.2009  00:00:00           1.700           3.700           3.700           0.160 
30.01.2009  00:00:00           0.000           2.000           2.000           0.140 
31.01.2009  00:00:00           0.000           0.900           0.900           0.130 
01.02.2009  00:00:00           0.000          -0.430          -0.430           0.120 
02.02.2009  00:00:00           0.000          -1.270          -1.270           0.110 
03.02.2009  00:00:00           0.000          -1.400          -1.400           0.100 
04.02.2009  00:00:00           0.200           1.100           1.100           0.100 
05.02.2009  00:00:00          10.730           0.900           0.900           0.090 
06.02.2009  00:00:00           1.300           1.530           1.530           0.090 
07.02.2009  00:00:00           3.900           0.270           0.270           0.090 
08.02.2009  00:00:00           0.000          -1.330          -1.330           0.080 
09.02.2009  00:00:00           0.000          -2.970          -2.970           0.080 
10.02.2009  00:00:00           0.000          -1.970          -1.970           0.070 
11.02.2009  00:00:00           0.000          -3.530          -3.530           0.070 
12.02.2009  00:00:00           0.000          -3.200          -3.200           0.060 
13.02.2009  00:00:00           0.100          -0.970          -0.970           0.060 
14.02.2009  00:00:00           0.000          -3.270          -3.270           0.050 
15.02.2009  00:00:00           4.570          -1.170          -1.170           0.060 
16.02.2009  00:00:00          10.400           1.700           1.700           0.080 
17.02.2009  00:00:00          10.900           1.200           1.200           0.110 
18.02.2009  00:00:00           5.570           0.130           0.130           0.110 
