date        time     P_O_Sorra_54moh   T_Sorra_54moh   T_Sorra_54moh         Q_Sorra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
01.12.2012  00:00:00           0.000          -3.850          -3.850           0.090 
02.12.2012  00:00:00           0.000          -7.980          -7.980           0.090 
03.12.2012  00:00:00           0.000          -7.050          -7.050           0.100 
04.12.2012  00:00:00           0.000          -9.730          -9.730           0.100 
05.12.2012  00:00:00           0.000          -9.050          -9.050           0.100 
06.12.2012  00:00:00           0.000         -10.100         -10.100           0.110 
07.12.2012  00:00:00           0.000          -8.550          -8.550           0.120 
08.12.2012  00:00:00           0.000          -6.880          -6.880           0.110 
09.12.2012  00:00:00           0.000          -6.880          -6.880           0.110 
10.12.2012  00:00:00           0.000          -4.220          -4.220           0.110 
11.12.2012  00:00:00           0.000          -7.000          -7.000           0.120 
12.12.2012  00:00:00           0.000          -6.480          -6.480           0.130 
13.12.2012  00:00:00           0.000          -8.700          -8.700           0.120 
14.12.2012  00:00:00           0.000          -3.200          -3.200           0.120 
15.12.2012  00:00:00           0.000          -3.330          -3.330           0.120 
16.12.2012  00:00:00           0.000          -0.180          -0.180           0.130 
17.12.2012  00:00:00           0.000           2.900           2.900           0.120 
18.12.2012  00:00:00           0.000           0.530           0.530           0.110 
19.12.2012  00:00:00           0.000           1.050           1.050           0.100 
20.12.2012  00:00:00           0.000          -1.800          -1.800           0.090 
21.12.2012  00:00:00           0.000          -2.930          -2.930           0.090 
22.12.2012  00:00:00           0.000          -5.550          -5.550           0.090 
23.12.2012  00:00:00           0.000          -8.620          -8.620           0.090 
24.12.2012  00:00:00           0.000          -6.320          -6.320           0.100 
25.12.2012  00:00:00           0.000          -5.450          -5.450           0.100 
26.12.2012  00:00:00           0.000          -9.350          -9.350           0.110 
27.12.2012  00:00:00           1.120          -6.530          -6.530           0.110 
28.12.2012  00:00:00          12.970          -0.420          -0.420           0.100 
29.12.2012  00:00:00           1.520          -0.850          -0.850           0.100 
30.12.2012  00:00:00           1.020           1.400           1.400           0.370 
31.12.2012  00:00:00           5.820           3.050           3.050           0.290 
01.01.2013  00:00:00           0.000          -1.520          -1.520           0.110 
02.01.2013  00:00:00           2.450           1.170           1.170           0.100 
03.01.2013  00:00:00           3.700           0.880           0.880           0.440 
04.01.2013  00:00:00          23.680           2.330           2.330           0.370 
05.01.2013  00:00:00           4.530           2.170           2.170           0.510 
06.01.2013  00:00:00          12.220           3.370           3.370           0.990 
07.01.2013  00:00:00           6.600           3.870           3.870           0.200 
08.01.2013  00:00:00           2.700           2.270           2.270           0.170 
09.01.2013  00:00:00           4.580           2.930           2.930           0.110 
10.01.2013  00:00:00           0.100          -2.270          -2.270           0.080 
11.01.2013  00:00:00           0.000          -5.600          -5.600           0.070 
12.01.2013  00:00:00           0.100          -4.420          -4.420           0.080 
13.01.2013  00:00:00           1.700          -2.580          -2.580           0.070 
14.01.2013  00:00:00           0.400          -0.900          -0.900           0.070 
15.01.2013  00:00:00           0.000          -2.400          -2.400           0.070 
16.01.2013  00:00:00           0.120          -5.030          -5.030           0.060 
17.01.2013  00:00:00           0.000          -6.650          -6.650           0.080 
18.01.2013  00:00:00           3.300          -6.730          -6.730           0.150 
19.01.2013  00:00:00          16.430           0.950           0.950           0.350 
20.01.2013  00:00:00           6.780           0.330           0.330           0.110 
21.01.2013  00:00:00           0.000          -8.150          -8.150           0.070 
22.01.2013  00:00:00           5.900          -5.330          -5.330           0.070 
23.01.2013  00:00:00           1.330           0.450           0.450           0.070 
24.01.2013  00:00:00           2.270          -3.980          -3.980           0.070 
25.01.2013  00:00:00           4.450          -2.750          -2.750           0.070 
26.01.2013  00:00:00           5.620          -0.520          -0.520           0.070 
27.01.2013  00:00:00           6.050          -1.570          -1.570           0.060 
28.01.2013  00:00:00           0.450          -3.780          -3.780           0.070 
