date        time     P_O_Myra_131moh   T_Myra_131moh   T_Myra_131moh          Q_Myra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
20.08.2011  00:00:00           3.430          11.540          11.540           0.090 
21.08.2011  00:00:00           1.940          10.910          10.910           0.090 
22.08.2011  00:00:00           1.230          13.060          13.060           0.080 
23.08.2011  00:00:00           1.970          12.120          12.120           0.070 
24.08.2011  00:00:00           0.000          12.300          12.300           0.060 
25.08.2011  00:00:00           3.910          16.110          16.110           0.060 
26.08.2011  00:00:00           1.430          14.140          14.140           0.060 
27.08.2011  00:00:00           1.270          15.940          15.940           0.060 
28.08.2011  00:00:00           4.090          16.420          16.420           0.980 
29.08.2011  00:00:00          19.540           9.980           9.980           0.670 
30.08.2011  00:00:00           0.000          12.810          12.810           0.240 
31.08.2011  00:00:00           1.990          11.320          11.320           0.170 
01.09.2011  00:00:00           1.460          10.180          10.180           0.160 
02.09.2011  00:00:00           0.000          10.310          10.310           0.130 
03.09.2011  00:00:00           2.490          13.360          13.360           0.110 
04.09.2011  00:00:00           3.760          13.200          13.200           0.110 
05.09.2011  00:00:00           4.690          14.190          14.190           0.100 
06.09.2011  00:00:00           7.530          14.350          14.350           0.470 
07.09.2011  00:00:00           1.460          13.670          13.670           0.310 
08.09.2011  00:00:00           3.660          10.510          10.510           0.240 
09.09.2011  00:00:00           1.150          10.490          10.490           0.160 
10.09.2011  00:00:00           0.000           9.340           9.340           0.120 
11.09.2011  00:00:00           1.310          11.340          11.340           0.120 
12.09.2011  00:00:00          14.420          13.380          13.380           1.450 
13.09.2011  00:00:00           0.000          13.230          13.230           1.020 
14.09.2011  00:00:00          10.840          10.920          10.920           3.990 
15.09.2011  00:00:00          20.450           8.370           8.370           2.740 
16.09.2011  00:00:00           6.970           6.750           6.750           1.430 
17.09.2011  00:00:00           1.790           6.310           6.310           0.690 
18.09.2011  00:00:00           0.000           8.880           8.880           0.400 
19.09.2011  00:00:00           0.000          12.050          12.050           0.270 
20.09.2011  00:00:00           2.800          10.180          10.180           0.270 
21.09.2011  00:00:00           1.120           9.190           9.190           0.260 
22.09.2011  00:00:00           1.070          10.280          10.280           0.200 
23.09.2011  00:00:00          16.940           8.400           8.400           5.200 
24.09.2011  00:00:00          22.660           7.810           7.810           3.960 
25.09.2011  00:00:00           0.120          10.230          10.230           0.790 
26.09.2011  00:00:00           2.940          12.010          12.010           0.670 
27.09.2011  00:00:00          16.920           9.900           9.900           2.170 
28.09.2011  00:00:00          10.090          10.600          10.600           3.510 
29.09.2011  00:00:00          11.990          13.240          13.240           1.880 
30.09.2011  00:00:00           0.000          14.480          14.480           0.620 
01.10.2011  00:00:00           2.240          13.720          13.720           0.410 
02.10.2011  00:00:00          12.260          12.050          12.050           2.190 
03.10.2011  00:00:00           0.000           8.250           8.250           0.770 
04.10.2011  00:00:00           5.310           9.330           9.330           0.710 
05.10.2011  00:00:00          11.830           7.490           7.490           3.330 
06.10.2011  00:00:00          15.590           7.690           7.690           3.270 
07.10.2011  00:00:00           6.690           6.340           6.340           2.000 
08.10.2011  00:00:00          19.900           5.130           5.130           2.730 
09.10.2011  00:00:00           5.680           2.310           2.310           1.790 
10.10.2011  00:00:00          20.280           5.120           5.120           9.660 
11.10.2011  00:00:00          27.170           3.590           3.590           4.240 
12.10.2011  00:00:00          19.560           3.760           3.760           2.820 
13.10.2011  00:00:00           6.880           3.360           3.360           1.010 
14.10.2011  00:00:00           0.970           2.730           2.730           0.580 
15.10.2011  00:00:00           0.000           7.520           7.520           0.400 
16.10.2011  00:00:00           0.000          10.370          10.370           0.320 
17.10.2011  00:00:00           0.000           8.220           8.220           0.260 
18.10.2011  00:00:00           0.000           8.510           8.510           0.220 
19.10.2011  00:00:00          10.820           6.020           6.020           1.140 
