date        time     P_O_Jogla_877mo  T_Jogla_877moh  T_Jogla_877moh         Q_Jogla 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
15.12.2007  00:00:00           0.000         -12.200         -12.200           0.300 
16.12.2007  00:00:00           0.000         -12.860         -12.860           0.310 
17.12.2007  00:00:00           0.000         -12.760         -12.760           0.240 
18.12.2007  00:00:00           0.000         -17.270         -17.270           0.240 
19.12.2007  00:00:00           0.000         -16.830         -16.830           0.220 
20.12.2007  00:00:00           0.000         -14.720         -14.720           0.200 
21.12.2007  00:00:00           0.000         -13.930         -13.930           0.150 
22.12.2007  00:00:00           0.000         -16.760         -16.760           0.140 
23.12.2007  00:00:00           0.740          -8.630          -8.630           0.230 
24.12.2007  00:00:00           0.000          -5.320          -5.320           0.390 
25.12.2007  00:00:00           9.280          -0.700          -0.700           0.400 
26.12.2007  00:00:00          11.840          -2.620          -2.620           0.270 
27.12.2007  00:00:00           8.960           0.580           0.580           2.600 
28.12.2007  00:00:00          20.490          -0.220          -0.220           2.760 
29.12.2007  00:00:00          27.510           1.520           1.520           6.780 
30.12.2007  00:00:00           6.490          -0.670          -0.670           2.440 
31.12.2007  00:00:00           0.000          -5.920          -5.920           1.310 
01.01.2008  00:00:00           0.000         -14.000         -14.000           1.420 
02.01.2008  00:00:00           0.000          -5.450          -5.450           1.920 
03.01.2008  00:00:00           3.010          -5.530          -5.530           1.540 
04.01.2008  00:00:00           2.460          -8.070          -8.070           1.530 
05.01.2008  00:00:00          10.400          -8.290          -8.290           1.440 
06.01.2008  00:00:00          14.740          -5.380          -5.380           0.960 
07.01.2008  00:00:00           2.030          -3.270          -3.270           0.440 
08.01.2008  00:00:00           4.990          -2.050          -2.050           0.340 
09.01.2008  00:00:00          10.150          -3.720          -3.720           0.310 
10.01.2008  00:00:00          25.510          -1.260          -1.260           0.410 
11.01.2008  00:00:00          20.020          -1.560          -1.560           0.410 
12.01.2008  00:00:00           1.400          -2.340          -2.340           0.330 
13.01.2008  00:00:00           2.090          -6.170          -6.170           0.280 
14.01.2008  00:00:00          22.780          -0.600          -0.600           1.540 
15.01.2008  00:00:00          26.270          -0.620          -0.620           1.040 
16.01.2008  00:00:00          16.430          -0.320          -0.320           0.720 
17.01.2008  00:00:00          14.140          -1.060          -1.060           0.480 
18.01.2008  00:00:00           1.930          -2.930          -2.930           0.360 
19.01.2008  00:00:00          26.010           0.470           0.470           0.440 
20.01.2008  00:00:00           6.440          -2.750          -2.750           0.440 
21.01.2008  00:00:00          16.060          -1.890          -1.890           0.400 
22.01.2008  00:00:00           1.890         -11.320         -11.320           0.350 
23.01.2008  00:00:00           2.250         -10.020         -10.020           0.290 
24.01.2008  00:00:00          17.340          -0.200          -0.200           0.850 
25.01.2008  00:00:00          29.210          -3.540          -3.540           0.810 
26.01.2008  00:00:00          27.510          -2.400          -2.400           0.760 
27.01.2008  00:00:00          12.760          -2.830          -2.830           0.590 
28.01.2008  00:00:00           2.720          -4.190          -4.190           0.480 
29.01.2008  00:00:00           6.440           1.200           1.200           0.790 
30.01.2008  00:00:00           5.190          -2.280          -2.280           0.890 
31.01.2008  00:00:00           9.900          -4.160          -4.160           0.680 
01.02.2008  00:00:00          39.270          -2.540          -2.540           0.560 
02.02.2008  00:00:00           7.460          -4.530          -4.530           0.490 
03.02.2008  00:00:00          17.400          -7.250          -7.250           0.450 
04.02.2008  00:00:00          12.090          -1.330          -1.330           0.420 
05.02.2008  00:00:00           6.620          -2.140          -2.140           0.370 
06.02.2008  00:00:00          15.580          -1.300          -1.300           0.360 
07.02.2008  00:00:00           6.690          -3.370          -3.370           0.350 
08.02.2008  00:00:00           5.490          -2.980          -2.980           0.330 
09.02.2008  00:00:00           8.900           1.110           1.110           0.530 
10.02.2008  00:00:00           0.630           0.610           0.610           0.720 
11.02.2008  00:00:00           0.000          -4.540          -4.540           0.790 
12.02.2008  00:00:00           0.000          -5.140          -5.140           0.680 
13.02.2008  00:00:00           0.000          -6.080          -6.080           0.540 
14.02.2008  00:00:00           0.000          -6.340          -6.340           0.460 
15.02.2008  00:00:00           0.000         -14.280         -14.280           0.390 
16.02.2008  00:00:00           0.000         -12.700         -12.700           0.340 
17.02.2008  00:00:00           2.700          -3.790          -3.790           0.350 
18.02.2008  00:00:00           6.140          -0.400          -0.400           0.930 
