date        time     P_O_Lye2_178moh   T_Lye2_178moh   T_Lye2_178moh          Q_Lye2 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
20.02.2010  00:00:00           0.000          -3.600          -3.600           0.010 
21.02.2010  00:00:00           0.000          -7.450          -7.450           0.000 
22.02.2010  00:00:00           7.650          -7.250          -7.250           0.010 
23.02.2010  00:00:00           1.000          -3.700          -3.700           0.010 
24.02.2010  00:00:00           0.150          -3.500          -3.500           0.000 
25.02.2010  00:00:00           0.000          -2.050          -2.050           0.010 
26.02.2010  00:00:00           3.800          -0.650          -0.650           0.010 
27.02.2010  00:00:00           0.900           1.050           1.050           0.010 
28.02.2010  00:00:00           1.600           0.150           0.150           0.010 
01.03.2010  00:00:00           0.250          -1.750          -1.750           0.010 
02.03.2010  00:00:00           0.000          -1.600          -1.600           0.000 
03.03.2010  00:00:00           0.800          -1.400          -1.400           0.010 
04.03.2010  00:00:00           2.550          -3.150          -3.150           0.000 
05.03.2010  00:00:00           0.000          -3.650          -3.650           0.010 
06.03.2010  00:00:00           4.900          -4.450          -4.450           0.000 
07.03.2010  00:00:00           0.650          -1.550          -1.550           0.010 
08.03.2010  00:00:00           0.850           0.750           0.750           0.020 
09.03.2010  00:00:00           0.000           0.400           0.400           0.020 
10.03.2010  00:00:00           0.000           1.150           1.150           0.030 
11.03.2010  00:00:00           0.100           3.700           3.700           0.110 
12.03.2010  00:00:00           3.150           5.050           5.050           0.200 
13.03.2010  00:00:00           0.000           3.500           3.500           0.190 
14.03.2010  00:00:00           1.100           3.350           3.350           0.090 
15.03.2010  00:00:00           1.300           1.000           1.000           0.050 
16.03.2010  00:00:00           0.150           0.600           0.600           0.040 
17.03.2010  00:00:00           3.350           2.950           2.950           0.120 
18.03.2010  00:00:00           0.900           3.650           3.650           0.160 
19.03.2010  00:00:00           3.050           4.550           4.550           0.230 
20.03.2010  00:00:00           1.400           4.700           4.700           0.120 
21.03.2010  00:00:00           2.400           4.550           4.550           0.110 
22.03.2010  00:00:00           1.850           3.500           3.500           0.080 
23.03.2010  00:00:00           6.700           4.200           4.200           0.120 
24.03.2010  00:00:00           0.200           3.900           3.900           0.080 
25.03.2010  00:00:00           3.700           5.600           5.600           0.070 
26.03.2010  00:00:00           0.000           9.000           9.000           0.060 
27.03.2010  00:00:00           1.150           5.900           5.900           0.050 
28.03.2010  00:00:00           0.000           4.600           4.600           0.040 
29.03.2010  00:00:00           1.350           3.700           3.700           0.040 
30.03.2010  00:00:00           1.000           1.000           1.000           0.050 
31.03.2010  00:00:00           6.150           3.400           3.400           0.060 
01.04.2010  00:00:00           1.000           4.700           4.700           0.060 
02.04.2010  00:00:00           6.250           3.350           3.350           0.080 
03.04.2010  00:00:00           2.650           3.650           3.650           0.050 
04.04.2010  00:00:00           0.750           6.350           6.350           0.070 
05.04.2010  00:00:00           6.000           4.100           4.100           0.050 
06.04.2010  00:00:00           0.000           4.750           4.750           0.040 
07.04.2010  00:00:00           0.000           6.650           6.650           0.030 
08.04.2010  00:00:00           0.450           7.350           7.350           0.030 
09.04.2010  00:00:00           2.100           5.400           5.400           0.030 
10.04.2010  00:00:00           0.000           4.250           4.250           0.020 
11.04.2010  00:00:00           0.000           5.250           5.250           0.020 
12.04.2010  00:00:00           0.000           5.500           5.500           0.020 
13.04.2010  00:00:00           0.000           6.550           6.550           0.020 
14.04.2010  00:00:00           0.000           7.050           7.050           0.020 
15.04.2010  00:00:00           0.000           6.650           6.650           0.020 
16.04.2010  00:00:00           0.300           5.150           5.150           0.020 
17.04.2010  00:00:00           1.400           5.200           5.200           0.030 
18.04.2010  00:00:00           4.150           5.100           5.100           0.020 
19.04.2010  00:00:00           0.550           1.900           1.900           0.020 
20.04.2010  00:00:00           0.150           2.100           2.100           0.020 
21.04.2010  00:00:00           4.950           3.350           3.350           0.040 
