date        time     P_O_Fura_561moh   T_Fura_561moh   T_Fura_561moh          Q_Fura 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
14.02.2013  00:00:00           0.090          -9.250          -9.250           0.090 
15.02.2013  00:00:00           0.000          -7.480          -7.480           0.080 
16.02.2013  00:00:00           0.000          -6.580          -6.580           0.090 
17.02.2013  00:00:00           0.000          -6.490          -6.490           0.090 
18.02.2013  00:00:00           0.760          -3.920          -3.920           0.090 
19.02.2013  00:00:00           6.510          -4.210          -4.210           0.090 
20.02.2013  00:00:00           0.000          -7.550          -7.550           0.090 
21.02.2013  00:00:00           0.000         -14.530         -14.530           0.090 
22.02.2013  00:00:00           0.000         -12.130         -12.130           0.090 
23.02.2013  00:00:00           0.000          -3.280          -3.280           0.080 
24.02.2013  00:00:00           0.000          -1.450          -1.450           0.080 
25.02.2013  00:00:00           0.000          -5.650          -5.650           0.080 
26.02.2013  00:00:00           0.000          -8.510          -8.510           0.080 
27.02.2013  00:00:00           0.000          -3.390          -3.390           0.080 
28.02.2013  00:00:00           0.000          -1.090          -1.090           0.080 
01.03.2013  00:00:00           0.000          -0.490          -0.490           0.090 
02.03.2013  00:00:00           0.000          -1.280          -1.280           0.090 
03.03.2013  00:00:00           0.000          -1.520          -1.520           0.090 
04.03.2013  00:00:00           0.000          -2.730          -2.730           0.090 
05.03.2013  00:00:00           0.000          -3.480          -3.480           0.080 
06.03.2013  00:00:00           0.000          -4.440          -4.440           0.090 
07.03.2013  00:00:00           0.000          -6.000          -6.000           0.080 
08.03.2013  00:00:00           0.000         -10.720         -10.720           0.080 
09.03.2013  00:00:00           0.000          -9.040          -9.040           0.080 
10.03.2013  00:00:00           0.000         -13.360         -13.360           0.080 
11.03.2013  00:00:00           0.000         -13.980         -13.980           0.080 
12.03.2013  00:00:00           0.000          -6.810          -6.810           0.080 
13.03.2013  00:00:00           0.000          -7.450          -7.450           0.070 
14.03.2013  00:00:00           0.000         -13.130         -13.130           0.070 
15.03.2013  00:00:00           0.000         -13.090         -13.090           0.070 
16.03.2013  00:00:00           1.670          -9.530          -9.530           0.070 
17.03.2013  00:00:00           1.430          -6.570          -6.570           0.070 
18.03.2013  00:00:00           0.940          -8.560          -8.560           0.070 
19.03.2013  00:00:00           0.000         -10.420         -10.420           0.070 
20.03.2013  00:00:00           0.000         -11.120         -11.120           0.060 
21.03.2013  00:00:00           0.000          -8.410          -8.410           0.060 
22.03.2013  00:00:00           0.000         -10.420         -10.420           0.060 
23.03.2013  00:00:00           0.000         -12.890         -12.890           0.060 
24.03.2013  00:00:00           0.000          -9.220          -9.220           0.060 
25.03.2013  00:00:00           0.000          -7.230          -7.230           0.060 
26.03.2013  00:00:00           0.000          -6.820          -6.820           0.060 
27.03.2013  00:00:00           0.000          -7.660          -7.660           0.060 
28.03.2013  00:00:00           0.000          -7.570          -7.570           0.060 
29.03.2013  00:00:00           0.000          -6.150          -6.150           0.060 
30.03.2013  00:00:00           0.000          -5.590          -5.590           0.060 
31.03.2013  00:00:00           0.000          -5.940          -5.940           0.060 
01.04.2013  00:00:00           0.000          -4.330          -4.330           0.060 
02.04.2013  00:00:00           0.000          -3.760          -3.760           0.060 
03.04.2013  00:00:00           0.000          -2.830          -2.830           0.060 
04.04.2013  00:00:00           0.000          -1.220          -1.220           0.060 
05.04.2013  00:00:00           0.000          -2.000          -2.000           0.070 
06.04.2013  00:00:00           0.000          -2.780          -2.780           0.070 
07.04.2013  00:00:00           0.000          -3.370          -3.370           0.070 
08.04.2013  00:00:00           0.000          -4.270          -4.270           0.070 
09.04.2013  00:00:00           0.000          -5.890          -5.890           0.070 
10.04.2013  00:00:00           0.000          -4.540          -4.540           0.070 
11.04.2013  00:00:00           0.000          -3.120          -3.120           0.070 
12.04.2013  00:00:00           0.040          -3.360          -3.360           0.070 
13.04.2013  00:00:00           6.570          -1.230          -1.230           0.070 
14.04.2013  00:00:00           2.730          -0.510          -0.510           0.080 
15.04.2013  00:00:00          11.410           0.540           0.540           1.160 
16.04.2013  00:00:00           2.050           3.390           3.390           4.360 
17.04.2013  00:00:00           0.980           2.900           2.900           6.140 
18.04.2013  00:00:00           0.870           3.970           3.970           7.680 
19.04.2013  00:00:00           3.480           3.040           3.040           5.490 
20.04.2013  00:00:00           0.780           0.800           0.800           3.790 
21.04.2013  00:00:00           0.000           1.950           1.950           2.930 
22.04.2013  00:00:00           0.000           2.570           2.570           2.890 
23.04.2013  00:00:00           0.000           2.330           2.330           3.110 
