date        time     P_O_Valen_73moh   T_Valen_73moh   T_Valen_73moh         Q_Valen 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
29.08.2008  00:00:00           0.000          12.050          12.050           0.050 
30.08.2008  00:00:00           4.550          12.460          12.460           0.050 
31.08.2008  00:00:00           0.000          11.400          11.400           0.040 
01.09.2008  00:00:00           0.000          13.410          13.410           0.040 
02.09.2008  00:00:00           0.550          13.680          13.680           0.040 
03.09.2008  00:00:00          13.650          12.670          12.670           0.050 
04.09.2008  00:00:00          10.670          10.270          10.270           0.150 
05.09.2008  00:00:00           0.000          10.910          10.910           0.110 
06.09.2008  00:00:00           0.000           9.920           9.920           0.110 
07.09.2008  00:00:00           0.000          10.390          10.390           0.110 
08.09.2008  00:00:00           0.000          10.600          10.600           0.110 
09.09.2008  00:00:00           0.000          13.570          13.570           0.110 
10.09.2008  00:00:00           0.000          14.230          14.230           0.100 
11.09.2008  00:00:00           0.000          13.910          13.910           0.100 
12.09.2008  00:00:00           0.000          14.420          14.420           0.100 
13.09.2008  00:00:00           0.000          13.480          13.480           0.100 
14.09.2008  00:00:00           0.000          11.880          11.880           0.100 
15.09.2008  00:00:00           0.340          11.850          11.850           0.100 
16.09.2008  00:00:00           0.000          10.770          10.770           0.100 
17.09.2008  00:00:00           0.000           9.770           9.770           0.100 
18.09.2008  00:00:00           0.000          11.100          11.100           0.090 
19.09.2008  00:00:00           4.440          11.780          11.780           0.090 
20.09.2008  00:00:00           1.190          10.700          10.700           0.090 
21.09.2008  00:00:00           0.000          10.850          10.850           0.090 
22.09.2008  00:00:00           3.220          12.780          12.780           0.090 
23.09.2008  00:00:00           0.200          10.810          10.810           0.090 
24.09.2008  00:00:00           0.500          11.850          11.850           0.090 
25.09.2008  00:00:00           0.000          10.760          10.760           0.090 
26.09.2008  00:00:00           3.490          11.390          11.390           0.090 
27.09.2008  00:00:00           4.550          10.510          10.510           0.140 
28.09.2008  00:00:00          21.320           8.570           8.570           0.250 
29.09.2008  00:00:00           9.460           7.210           7.210           0.300 
30.09.2008  00:00:00           2.150           6.910           6.910           0.430 
01.10.2008  00:00:00           1.750           7.300           7.300           0.630 
02.10.2008  00:00:00           2.840           8.640           8.640           0.820 
03.10.2008  00:00:00           0.000           8.100           8.100           0.920 
04.10.2008  00:00:00           1.420           8.200           8.200           0.940 
05.10.2008  00:00:00           1.590           6.320           6.320           1.160 
06.10.2008  00:00:00          24.950           6.720           6.720           2.120 
07.10.2008  00:00:00           2.770           6.760           6.760           2.740 
08.10.2008  00:00:00           0.000           6.420           6.420           2.760 
09.10.2008  00:00:00           2.060           9.580           9.580           2.460 
10.10.2008  00:00:00           0.510          10.500          10.500           2.110 
11.10.2008  00:00:00           3.020          10.800          10.800           1.850 
12.10.2008  00:00:00          12.620          10.460          10.460           2.050 
13.10.2008  00:00:00          10.910           8.350           8.350           2.660 
14.10.2008  00:00:00           8.700           8.740           8.740           3.760 
15.10.2008  00:00:00           9.980           7.560           7.560           5.050 
16.10.2008  00:00:00           0.000           7.450           7.450           4.800 
17.10.2008  00:00:00           2.830           5.990           5.990           3.850 
18.10.2008  00:00:00           1.030           7.250           7.250           3.010 
19.10.2008  00:00:00           1.700           6.890           6.890           2.510 
20.10.2008  00:00:00           4.150           6.680           6.680           2.220 
21.10.2008  00:00:00          10.200           9.360           9.360           2.030 
22.10.2008  00:00:00           0.000           5.710           5.710           2.070 
23.10.2008  00:00:00           6.530           4.920           4.920           2.310 
