date        time     P_O_Sula_1318mo  T_Sula_1318moh  T_Sula_1318moh          Q_Sula 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
21.07.2012  00:00:00           2.750           3.310           3.310           1.970 
22.07.2012  00:00:00           3.810           3.320           3.320           1.900 
23.07.2012  00:00:00           6.310           4.720           4.720           2.480 
24.07.2012  00:00:00           0.780           7.000           7.000           2.950 
25.07.2012  00:00:00           0.000           8.130           8.130           2.700 
26.07.2012  00:00:00           0.000           6.370           6.370           2.270 
27.07.2012  00:00:00           0.000           9.080           9.080           1.940 
28.07.2012  00:00:00           0.230           9.860           9.860           2.070 
29.07.2012  00:00:00           3.920           6.950           6.950           2.250 
30.07.2012  00:00:00           0.000           7.010           7.010           1.940 
31.07.2012  00:00:00           5.570           7.940           7.940           2.150 
01.08.2012  00:00:00           6.280           5.790           5.790           2.060 
02.08.2012  00:00:00           2.460           6.550           6.550           1.930 
03.08.2012  00:00:00           1.720           8.440           8.440           1.910 
04.08.2012  00:00:00           0.000           8.840           8.840           1.970 
05.08.2012  00:00:00           0.110           6.990           6.990           1.890 
06.08.2012  00:00:00           0.050           5.920           5.920           1.600 
07.08.2012  00:00:00           1.150           7.850           7.850           1.460 
08.08.2012  00:00:00           8.300           6.260           6.260           1.660 
09.08.2012  00:00:00           0.760           5.360           5.360           1.540 
10.08.2012  00:00:00           0.630           4.840           4.840           1.400 
11.08.2012  00:00:00           0.430           5.770           5.770           1.260 
12.08.2012  00:00:00           0.000          10.130          10.130           1.140 
13.08.2012  00:00:00           0.000          12.330          12.330           1.070 
14.08.2012  00:00:00           0.010          11.750          11.750           1.090 
15.08.2012  00:00:00           0.010           7.700           7.700           1.080 
16.08.2012  00:00:00           0.000           8.820           8.820           0.950 
17.08.2012  00:00:00           1.610           9.470           9.470           0.850 
18.08.2012  00:00:00           7.980           8.870           8.870           1.210 
19.08.2012  00:00:00          28.570           9.640           9.640           2.790 
20.08.2012  00:00:00           0.000           8.780           8.780           2.580 
21.08.2012  00:00:00           8.040           8.270           8.270           2.930 
22.08.2012  00:00:00           0.170           7.130           7.130           2.650 
23.08.2012  00:00:00           5.620           6.610           6.610           2.520 
24.08.2012  00:00:00           5.430           4.950           4.950           2.410 
25.08.2012  00:00:00           0.000           4.800           4.800           1.860 
26.08.2012  00:00:00           2.160           5.180           5.180           1.490 
27.08.2012  00:00:00           2.400           3.210           3.210           1.190 
28.08.2012  00:00:00           0.060           5.430           5.430           1.110 
29.08.2012  00:00:00           4.580           5.120           5.120           1.080 
30.08.2012  00:00:00           6.750           6.610           6.610           1.380 
31.08.2012  00:00:00           1.640           4.560           4.560           1.650 
01.09.2012  00:00:00           0.000           3.960           3.960           1.410 
02.09.2012  00:00:00           1.150           6.510           6.510           1.270 
03.09.2012  00:00:00           1.280           5.160           5.160           1.480 
04.09.2012  00:00:00           0.770           7.010           7.010           1.650 
05.09.2012  00:00:00           6.930           3.610           3.610           1.820 
06.09.2012  00:00:00           1.230           0.070           0.070           1.870 
07.09.2012  00:00:00           2.900           0.280           0.280           1.620 
08.09.2012  00:00:00           7.100           1.210           1.210           1.370 
09.09.2012  00:00:00           2.180          -0.050          -0.050           1.310 
10.09.2012  00:00:00           0.110           4.660           4.660           1.270 
11.09.2012  00:00:00           1.300           7.440           7.440           1.400 
12.09.2012  00:00:00           1.180           1.780           1.780           1.620 
13.09.2012  00:00:00           6.430          -0.180          -0.180           1.480 
14.09.2012  00:00:00           3.060           0.640           0.640           1.530 
15.09.2012  00:00:00           1.510           1.580           1.580           1.790 
16.09.2012  00:00:00           2.740           2.930           2.930           1.680 
17.09.2012  00:00:00           2.010           3.190           3.190           1.600 
18.09.2012  00:00:00           1.140           1.160           1.160           1.410 
19.09.2012  00:00:00           0.250           0.250           0.250           1.210 
20.09.2012  00:00:00           0.670          -1.500          -1.500           1.090 
21.09.2012  00:00:00           1.310          -2.030          -2.030           0.960 
22.09.2012  00:00:00           0.000          -2.400          -2.400           0.840 
23.09.2012  00:00:00           0.000          -2.110          -2.110           0.730 
24.09.2012  00:00:00           0.000          -0.930          -0.930           0.640 
25.09.2012  00:00:00           0.970          -0.480          -0.480           0.590 
26.09.2012  00:00:00           8.840          -1.450          -1.450           0.580 
27.09.2012  00:00:00           1.960          -0.800          -0.800           0.550 
