date        time     P_O_Ytre_607moh   T_Ytre_607moh   T_Ytre_607moh          Q_Ytre 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
12.06.2015  00:00:00           4.000           2.790           2.790           5.820 
13.06.2015  00:00:00           1.870           2.970           2.970           5.490 
14.06.2015  00:00:00           0.500           3.530           3.530           5.220 
15.06.2015  00:00:00           0.040           5.290           5.290           4.880 
16.06.2015  00:00:00           2.770           6.480           6.480           4.680 
17.06.2015  00:00:00           3.370           4.520           4.520           4.570 
18.06.2015  00:00:00           1.410           5.240           5.240           4.400 
19.06.2015  00:00:00           0.000           7.500           7.500           4.200 
20.06.2015  00:00:00           0.000           5.620           5.620           3.990 
21.06.2015  00:00:00           0.000           7.820           7.820           3.790 
22.06.2015  00:00:00           0.000           9.090           9.090           3.640 
23.06.2015  00:00:00           0.000          10.200          10.200           3.580 
24.06.2015  00:00:00           6.220          10.230          10.230           3.840 
25.06.2015  00:00:00           1.230          11.270          11.270           3.960 
26.06.2015  00:00:00           2.940           7.340           7.340           3.960 
27.06.2015  00:00:00           0.000           5.170           5.170           3.810 
28.06.2015  00:00:00           0.040           6.110           6.110           3.590 
29.06.2015  00:00:00           3.160           5.760           5.760           3.520 
30.06.2015  00:00:00           1.890           5.190           5.190           3.400 
01.07.2015  00:00:00           0.000           7.400           7.400           3.240 
02.07.2015  00:00:00           0.000           8.920           8.920           3.090 
03.07.2015  00:00:00          14.210          10.070          10.070           3.500 
04.07.2015  00:00:00           0.000           8.090           8.090           3.560 
05.07.2015  00:00:00           0.000           6.030           6.030           3.430 
06.07.2015  00:00:00           0.100           6.700           6.700           3.320 
07.07.2015  00:00:00          13.790           7.000           7.000           3.540 
08.07.2015  00:00:00           0.980           5.720           5.720           3.520 
09.07.2015  00:00:00           0.100           9.040           9.040           3.550 
10.07.2015  00:00:00           0.000          14.040          14.040           3.590 
11.07.2015  00:00:00           0.000          11.030          11.030           3.490 
12.07.2015  00:00:00           0.000           7.490           7.490           3.320 
13.07.2015  00:00:00           0.000          11.190          11.190           3.170 
14.07.2015  00:00:00           0.000          12.300          12.300           3.030 
15.07.2015  00:00:00           0.000          10.920          10.920           2.880 
16.07.2015  00:00:00           0.000           9.930           9.930           2.730 
17.07.2015  00:00:00           0.140           7.190           7.190           2.610 
18.07.2015  00:00:00           0.790           9.300           9.300           2.500 
19.07.2015  00:00:00           0.000          13.370          13.370           2.440 
20.07.2015  00:00:00           7.020          12.190          12.190           2.480 
21.07.2015  00:00:00           0.970          10.150          10.150           2.410 
22.07.2015  00:00:00           0.000          10.500          10.500           2.300 
23.07.2015  00:00:00           0.000          11.800          11.800           2.190 
24.07.2015  00:00:00           0.000          11.210          11.210           2.100 
25.07.2015  00:00:00           1.320           8.860           8.860           1.980 
26.07.2015  00:00:00           0.120          10.350          10.350           1.890 
27.07.2015  00:00:00           1.490          11.710          11.710           1.900 
28.07.2015  00:00:00           3.380          11.760          11.760           1.910 
29.07.2015  00:00:00           0.000          13.810          13.810           1.850 
30.07.2015  00:00:00           4.180          13.610          13.610           1.840 
31.07.2015  00:00:00           2.480          14.010          14.010           1.820 
01.08.2015  00:00:00           5.460          11.720          11.720           1.780 
02.08.2015  00:00:00           4.010           9.060           9.060           1.760 
03.08.2015  00:00:00           7.710           8.710           8.710           1.820 
04.08.2015  00:00:00           3.250           7.990           7.990           1.820 
05.08.2015  00:00:00           0.000           9.460           9.460           1.760 
06.08.2015  00:00:00           1.700          14.670          14.670           1.770 
07.08.2015  00:00:00           4.210          12.860          12.860           1.750 
08.08.2015  00:00:00           1.100          12.940          12.940           1.700 
09.08.2015  00:00:00           1.800          10.180          10.180           1.660 
